17
880 806
552 198 734
41 398 -362
475 534 96
869 687 45
416 140 338
213 33 -870
703 283 -69
618 579 -762
390 668 940
501 437 337
484 443 505
22 87 25
627 838 -18
392 67 -781
576 395 609
362 784 -635
842 635 783
429 244 609
590 67 77
345 63 536
13 404 -348
528 440 -710
131 804 -171
849 560 -614
775 160 -568
135 459 293
583 201 -140
438 167 -871
145 305 536
734 820 232
221 322 919
592 778 -378
369 253 -885
81 282 -877
177 238 798
791 529 -48
384 154 51
769 729 381
485 281 73
242 267 43
424 468 693
134 450 154
241 114 524
523 179 510
682 497 -93
376 806 985
496 708 -15
404 591 -718
547 118 9
728 420 -130
413 509 111
355 867 797
785 275 -259
627 715 -840
377 674 328
76 186 -696
269 739 -225
197 863 848
140 715 631
496 808 727
843 101 728
848 680 -316
260 91 -518
465 212 351
239 121 -950
133 743 435
806 845 668
412 725 -896
813 636 -915
650 548 -251
416 670 864
421 650 -927
505 817 416
260 726 937
135 559 -409
622 705 -634
55 354 309
63 399 -566
627 781 -95
574 476 -788
608 314 -546
481 428 283
210 621 648
101 9 -470
198 270 -848
373 25 -889
590 123 528
867 496 683
876 557 -295
272 148 -452
457 327 93
670 381 143
444 367 858
503 255 215
274 470 659
373 814 -54
380 819 -167
724 144 -467
773 807 492
848 453 635
124 435 865
629 148 -906
705 36 -11
37 28 696
174 838 -22
160 572 715
81 590 123
281 147 -830
111 666 -626
710 23 -650
705 746 392
598 137 372
879 459 453
442 524 717
655 303 -5
845 783 -858
528 86 711
585 224 -118
190 421 336
635 536 -380
628 23 395
269 778 307
730 605 -514
169 121 -1000
152 415 -152
727 588 909
785 851 -729
193 796 -351
678 677 -538
467 772 203
644 452 -581
612 708 -584
841 611 789
727 728 -891
643 710 347
454 651 -459
632 574 596
221 61 674
110 640 -809
464 345 6
709 363 -135
793 221 868
366 152 841
482 734 904
698 648 307
334 685 2
110 805 -114
795 324 -351
563 375 618
868 261 -839
442 445 -787
620 132 207
451 806 -679
270 82 251
765 694 -280
861 413 -320
657 192 -59
446 188 873
345 163 442
206 531 -7
825 832 158
784 135 518
744 745 382
89 635 -29
197 775 461
518 134 -708
456 800 -431
107 479 137
229 341 -736
281 632 868
645 608 58
289 95 -788
672 449 414
33 561 980
557 260 -621
582 749 -266
692 215 -156
359 562 477
111 772 682
699 378 -237
272 161 -347
803 675 -319
793 632 -768
694 781 119
183 624 -840
355 43 823
170 639 -16
129 758 -952
361 57 619
269 474 317
611 792 -721
256 156 -435
643 257 -725
567 716 931
288 560 -311
318 472 955
81 91 167
385 94 -689
667 536 144
802 579 413
632 600 -35
219 757 922
484 576 490
321 273 -247
32 179 -835
315 21 517
694 284 676
383 423 -384
471 55 -346
812 104 87
565 322 -833
686 768 115
674 796 184
361 720 995
275 880 547
749 319 280
91 128 298
689 27 -223
324 282 385
250 62 788
481 675 -936
560 610 791
328 292 -785
739 108 -362
340 93 -455
722 248 483
499 668 -511
663 277 3
432 190 -658
348 417 789
322 451 379
650 262 382
184 50 -885
834 845 499
424 544 985
54 429 902
110 201 -579
428 24 742
330 658 994
98 557 -435
313 711 571
815 129 -237
748 552 -665
655 177 952
545 321 592
708 484 523
718 142 72
246 576 -77
97 768 362
434 285 775
205 637 -21
19 670 -751
607 457 -355
450 249 -570
570 252 487
581 75 366
65 245 -610
495 279 -562
612 522 -282
130 412 885
826 209 825
130 67 56
306 820 -629
208 486 -102
595 487 -816
524 732 -877
543 243 486
156 741 608
456 58 -874
310 697 543
243 109 -465
258 446 334
73 150 641
186 664 654
362 826 461
504 848 247
751 629 545
103 547 -231
521 584 349
441 39 239
64 303 215
287 176 -462
605 137 -287
224 358 -554
230 319 438
662 386 976
863 361 -216
660 381 293
567 130 58
523 472 752
739 416 -667
86 873 -579
374 541 50
691 268 791
861 497 989
870 84 -454
517 791 250
163 530 894
441 205 -820
762 552 917
308 396 -134
364 857 -624
531 743 186
93 598 975
603 157 231
162 206 -461
90 444 -506
44 103 -514
380 363 253
804 797 730
115 672 -649
201 523 729
601 323 -587
664 206 -395
732 198 -492
469 186 104
524 541 274
365 450 -214
768 389 -351
261 784 -414
605 805 -878
99 675 483
678 158 -588
92 334 -195
272 390 252
722 865 867
161 311 -464
645 200 551
756 554 -579
182 284 -510
258 86 105
610 197 -930
406 835 -405
605 749 -837
190 336 -663
206 559 -589
848 856 795
10 811 -928
467 632 -263
161 501 -974
69 338 -16
754 1 405
481 226 -487
384 746 126
267 483 916
256 110 929
402 611 -345
693 811 -935
366 570 -201
9 119 20
749 562 -439
687 178 709
741 451 345
82 637 867
401 214 -278
848 468 639
493 385 -32
546 46 261
397 262 72
544 281 -617
248 497 -946
391 415 -332
564 186 743
13 579 144
57 154 -381
497 449 -135
826 654 -311
52 616 974
181 373 -531
63 141 851
609 91 -914
625 676 -826
148 275 -903
522 80 53
142 85 482
701 125 90
271 846 244
76 880 647
389 358 275
433 290 -11
208 428 -831
817 716 959
95 230 277
148 180 -895
104 40 -182
386 93 208
765 500 -771
97 442 -379
627 392 -764
174 44 -274
533 99 -878
772 3 841
828 241 807
56 403 640
212 269 -248
505 299 -983
280 69 705
505 280 155
382 868 301
271 97 -3
328 80 -694
20 558 232
490 565 -968
485 798 152
574 592 -493
433 856 -752
178 810 819
322 601 -967
800 389 703
126 304 340
317 368 -417
706 76 711
672 384 450
387 848 -326
308 571 -561
650 554 -877
399 590 -36
836 636 -605
808 661 -822
267 466 687
496 870 -319
669 427 939
741 847 -138
350 764 405
632 610 686
564 431 -6
11 859 511
264 351 63
43 857 361
256 671 251
538 4 214
826 847 845
388 189 -396
91 593 938
144 231 949
568 22 -206
726 146 -126
531 253 -201
57 592 331
25 682 601
516 475 -296
716 593 -302
363 178 -445
783 662 325
351 93 -179
695 720 -88
238 157 999
822 300 870
61 530 870
382 436 929
628 188 -326
819 181 375
735 437 -924
318 113 -752
278 90 -433
774 796 -375
208 107 -520
743 450 244
426 495 599
749 162 600
339 436 -746
703 721 -454
15 349 -990
871 120 -440
61 95 -610
715 392 -54
361 277 755
419 77 -800
787 746 -931
662 106 -669
398 574 -414
843 406 975
446 70 504
238 263 902
745 783 875
50 480 131
183 234 -886
224 381 -969
820 357 -444
322 277 -437
69 405 -466
154 20 -83
584 453 -734
43 578 757
531 348 -942
846 657 -231
705 46 -280
266 9 -956
105 508 991
203 877 411
118 228 677
170 203 -473
848 243 771
337 26 718
585 145 -963
98 817 211
613 827 903
850 560 588
148 453 30
830 439 507
263 86 -985
413 288 -210
271 467 914
687 402 -493
773 679 -749
362 374 918
607 725 -985
446 804 128
566 532 68
874 425 -917
511 11 871
296 18 -583
592 797 -778
390 170 -812
499 790 -790
30 217 883
436 257 -978
579 430 584
714 233 401
606 824 119
878 131 772
705 692 -419
172 857 -436
536 472 833
68 196 -442
348 678 -430
532 784 -615
481 859 100
316 414 850
598 575 -206
523 257 -720
731 142 498
723 513 -324
704 295 276
393 51 -204
750 296 612
643 266 734
760 51 -608
369 303 529
559 771 658
67 421 -739
701 80 486
849 17 -913
241 682 282
53 569 40
482 259 -387
100 121 -521
164 753 -462
575 837 247
398 370 -675
669 203 -413
671 329 -940
17 84 992
202 725 -822
262 853 -881
460 740 399
754 304 -711
252 774 532
715 275 -146
272 215 922
780 491 405
418 379 956
513 97 -179
862 305 267
101 370 714
608 352 994
651 354 809
851 511 -885
421 486 -56
634 809 136
880 347 -426
271 780 79
481 323 313
622 699 -894
117 486 497
48 820 163
457 601 438
576 489 260
253 485 178
193 800 485
165 754 -22
308 64 646
428 257 -512
546 301 520
35 224 -493
249 847 -339
109 862 -437
131 689 -387
492 442 -641
190 150 981
704 321 -160
30 570 629
485 783 445
109 330 327
563 593 361
490 226 679
789 57 -609
144 447 -941
520 156 -537
503 496 -339
499 210 346
572 588 539
816 789 -254
324 333 61
813 440 911
864 714 -786
62 441 -916
793 156 899
662 681 -375
484 219 -532
685 811 -790
474 96 603
247 438 -465
564 318 -760
514 54 -211
314 875 -579
600 143 -54
88 391 564
701 570 436
31 279 -163
237 615 -689
69 67 -168
721 718 758
610 313 881
27 854 -864
148 587 525
876 589 65
775 735 953
186 733 -657
841 863
31 572 -12
169 396 663
301 667 873
715 527 -810
260 557 -354
87 735 26
551 401 433
488 666 384
498 834 -552
63 411 60
533 50 217
572 18 -602
281 317 -529
475 234 898
314 761 784
510 508 -367
695 5 -499
418 825 619
780 598 -579
757 133 -246
757 306 -938
575 248 -996
7 5 -759
54 419 477
780 818 -736
726 537 989
366 658 284
777 438 290
73 782 915
832 532 221
534 520 -886
87 59 -137
296 353 -205
550 16 632
665 676 685
482 567 -996
558 497 306
17 296 293
298 207 790
380 274 -872
666 246 407
685 569 -266
66 737 936
339 773 -415
252 62 -692
111 521 667
835 85 406
198 723 278
523 783 99
810 141 833
146 474 596
361 246 430
335 41 365
698 669 -473
193 386 970
207 513 -423
839 326 498
828 825 -961
622 690 852
505 608 875
212 650 474
331 310 18
833 637 -791
301 261 10
20 175 -494
344 841 -242
671 488 -916
548 100 964
767 653 693
229 198 -800
231 156 -793
761 694 417
522 689 654
387 696 -354
665 96 -542
277 494 -193
488 668 -513
428 334 148
286 177 -344
829 142 391
166 121 854
437 366 311
38 294 -576
546 360 802
36 585 -996
117 494 789
255 541 969
206 564 556
826 821 -845
703 15 -682
429 212 318
560 711 -722
799 84 -477
298 327 984
611 161 395
349 420 241
628 187 -432
100 620 -458
193 702 -663
671 28 -676
524 507 -5
168 151 900
420 205 -446
775 651 645
167 576 34
703 771 545
578 52 611
522 77 -367
299 404 904
330 445 462
235 560 443
306 679 113
38 697 725
311 434 -837
290 148 -854
348 443 -676
250 430 319
387 148 340
256 118 -727
144 41 783
130 671 457
783 189 400
494 461 -880
306 665 787
668 548 683
592 559 620
473 236 906
407 696 655
32 490 -749
720 650 941
465 449 -790
422 519 -522
608 163 663
496 831 -229
214 839 110
388 772 -760
526 294 733
30 35 -603
187 18 -801
831 261 332
546 445 40
667 363 -528
284 386 517
229 556 -735
355 58 -202
195 147 384
556 454 -10
455 777 -697
94 453 317
467 689 639
307 442 -956
279 103 -740
703 479 -411
95 738 725
669 212 -764
512 408 912
751 622 316
231 267 568
203 705 179
364 826 -571
17 622 379
538 377 -37
580 157 -300
368 814 614
391 208 390
759 150 92
635 269 -320
211 424 110
380 541 301
361 46 705
383 119 88
96 363 540
115 198 778
366 743 647
741 541 150
707 341 -1000
226 700 67
724 389 -896
126 248 -537
572 727 361
212 220 -431
739 451 812
285 543 667
193 684 -842
785 532 213
198 507 -326
652 402 -41
811 656 659
356 722 -489
41 562 -110
785 464 -963
91 207 -10
543 453 585
447 353 712
192 472 827
797 397 -321
515 504 -348
231 146 749
408 301 -106
766 593 -273
736 759 -102
250 27 405
635 713 772
398 65 460
676 455 590
267 434 -458
655 237 500
507 452 262
309 437 -631
173 157 423
12 134 754
669 6 -220
312 719 63
785 157 254
278 625 -952
32 26 -957
309 649 237
186 168 794
275 604 -743
530 144 -473
688 284 962
271 536 -710
754 547 961
695 791 251
65 226 -232
262 508 98
201 789 436
781 609 -286
320 577 734
677 9 -432
664 725 794
473 731 -693
466 699 -87
86 592 384
373 181 85
685 562 -819
244 767 -544
38 216 -705
93 276 -340
267 40 -835
384 646 -951
93 841 -834
726 524 -308
110 579 399
544 396 -865
366 736 235
478 620 412
811 510 -311
718 614 483
45 439 396
481 197 878
324 734 -944
456 800 -994
724 206 353
834 194 244
239 258 -213
45 653 -445
177 299 685
714 641 952
656 744 -374
616 238 -671
294 94 -831
604 183 -196
200 820 222
522 537 204
562 410 -941
90 371 498
95 538 -659
770 338 -13
738 194 -373
527 80 497
317 307 369
757 367 -550
730 409 739
102 658 183
32 559 -975
57 255 -987
415 396 108
503 423 -974
42 166 -267
215 80 -883
513 229 -987
377 442 -804
381 391 -772
447 661 689
531 261 368
607 823 -149
257 616 22
726 818 28
797 409 -980
399 675 -875
688 713 -649
81 517 -317
210 534 971
468 151 977
388 604 -579
50 149 -812
582 727 -159
200 72 819
70 672 834
713 48 523
260 235 -677
8 23 -529
360 761 -255
67 326 -420
103 629 1
647 250 581
841 326 -352
537 776 976
175 800 -96
273 281 -961
81 764 106
425 153 -493
764 144 845
670 375 681
838 545 -642
659 225 -348
82 663 -390
273 628 -370
203 23 -294
489 114 -118
220 96 61
263 307 394
63 384 690
406 356 -368
350 149 -801
547 106 -182
148 685 -202
654 570 966
355 693 -875
279 227 -192
108 563 -452
251 564 531
327 453 -366
658 283 -763
827 64 71
58 737 864
500 825 930
595 283 872
581 144 473
434 49 280
471 769 -18
368 214 548
224 523 885
547 521 847
139 226 725
36 242 199
234 456 621
707 508 -320
809 805 950
749 310 633
259 641 308
617 118 -275
550 74 -497
409 781 858
790 611 91
378 394 -269
559 271 -603
626 437 215
32 301 -944
275 320 -85
384 351 972
336 160 642
60 466 467
528 768 223
410 117 182
692 370 188
24 811 -988
118 71 550
841 543 234
288 824 -23
773 614 -435
410 807 596
440 53 830
648 585 -24
649 198 445
813 236 -687
714 568 183
437 58 621
150 777 426
114 539 -485
254 269 648
729 630 -39
744 3 -997
15 626 -744
290 316 813
317 456 -395
505 313 -141
51 201 545
825 19 -969
81 685 -326
551 77 -727
759 438 153
279 400 -127
436 157 986
612 746 73
29 746 -454
485 453 -380
294 244 242
131 674 -257
257 690 764
192 10 986
199 811 -727
649 438 -649
830 118 -331
375 771 382
148 505 5
458 38 -984
188 733 718
406 488 -108
631 528 -577
175 130 439
546 537 -86
791 789 197
546 140 584
261 59 -949
502 513 -579
214 708 -733
63 66 531
271 282 805
105 346 91
361 760 5
592 823 -411
585 48 21
333 443 822
12 837 -524
305 136 328
83 826 -623
310 391 55
319 283 639
125 481 135
342 199 -627
263 651 -333
693 555 -778
482 237 -906
540 652 738
644 527 568
664 111 183
418 74 -337
509 331 32
774 770 -211
140 504 348
209 586 614
144 27 -337
248 464 -149
625 347 109
279 261 334
814 736 -991
744 303 592
384 452 -905
674 66 88
406 598 -995
512 154 222
638 17 644
500 192 119
482 72 -648
262 663 -622
840 351 -261
472 694 228
230 125 -743
212 526 -124
41 802 -652
100 385 -623
611 403 51
290 628 656
620 106 -510
488 551 307
108 347 629
395 691 195
90 20 -432
13 825 682
641 745 -523
221 516 583
785 42 746
591 389 -808
349 42 785
597 108 -538
479 477 -636
508 282 79
630 798 -372
829 402 -139
178 350 -248
165 456 347
657 49 986
584 274 -949
541 781 -761
731 592 -649
401 570 966
685 789 354
776 663 31
470 149 345
42 73 -373
435 14 -395
735 691 587
482 120 -99
721 451 -6
753 680 672
191 832 72
788 513 856
334 770 -468
52 385 -283
24 207 -298
797 739 772
350 436 -520
403 248 -20
712 415 -571
704 314 571
75 162 -707
637 792 451
809 764 -307
188 320 721
198 720 992
185 590 -724
575 625 596
199 250 -440
170 442 903
630 305 -538
725 834 302
23 254 -877
24 677 359
433 455 -899
492 32 -607
371 591 -520
17 254 405
537 256 -35
722 729 592
277 800 139
60 537 582
290 317 -827
164 511 -444
303 562 -237
493 6 -270
721 218 -810
365 261 801
495 170 840
492 778 -312
632 338 -909
564 557 946
198 443 -336
815 669 -716
284 69 -463
316 529 -505
701 60 -586
672 625 -374
279 345 -109
576 220 800
285 13 -441
112 590 592
320 415 707
110 780 -169
819 830 637
755 381 469
19 679 -6
632 832 123
780 752 -871
135 674 -553
657 2 376
365 664 637
247 9 137
777 177 -199
184 28 111
352 311 117
733 530 -598
836 306 680
197 291 503
235 400 147
495 114 223
158 646 -636
61 229 908
718 606 -858
184 670 -710
599 729 -161
584 28 803
17 505 926
825 719 262
824 695 101
528 745 291
254 132 -813
390 247 -708
438 318 936
44 232 881
539 651 -986
745 562 780
626 129 -961
625 840 570
317 332 -208
155 182 204
339 250 662
718 758 466
120 474 -132
309 544 314
208 196 541
258 184 8
537 474 -38
643 461 540
646 404 -274
305 55 209
691 755 416
477 760 -386
765 730 -113
176 414 310
33 505 667
183 226 566
715 597 -328
438 550 436
800 436 -615
61 477 342
96 61 -927
235 179 -497
129 681 26
4 42 -881
147 740 -821
17 95 518
191 367 -411
264 499 -559
311 351 -133
378 490 -842
546 205 -906
573 380 -935
762 838 -214
637 683 -593
805 821 976
780 474 311
172 411 -26
455 42 -278
777 763 -677
144 756 -456
41 197 -97
409 436 407
615 320 -70
174 76 688
413 645 -489
841 707 506
96 575 -582
725 108 553
159 704 654
427 202 41
120 9 709
526 681 -498
94 526 -526
719 267 2
345 469 575
141 169 915
336 232 -165
343 330 557
319 70 -107
626 374 -92
566 572 926
653 478 -10
606 570 -182
224 824 861
444 657 213
264 309 120
203 584 -701
426 252 -955
90 462 657
690 190 -377
471 766 -492
484 227 555
243 195 256
749 174 33
282 42 464
637 219 787
346 719 -887
830 55 -4
764 227 -301
790 83 -333
481 258 -945
721 691 -565
59 469 234
801 286 -114
280 306 -498
94 216 237
559 381 -500
515 82 -528
277 362 347
101 71 385
803 255 286
139 725 339
507 39 -341
257 139 -460
744 178 -623
733 304 768
654 248 -651
245 51 -254
287 473 928
94 210 507
602 747 -137
68 43 -1
672 150 810
355 385 -351
517 784 675
390 825 513
804 414 834
702 832 -780
448 30 546
298 540 -644
687 595 -209
581 503 853
563 840 -115
636 441 -317
325 717 -708
508 605 -38
263 468 958
338 394 939
554 250 260
607 301 -406
26 485 -682
466 282 -326
163 22 -991
513 591 -170
497 276 461
651 475 55
474 116 650
183 669 -246
138 128 -100
612 55 -440
513 220 761
491 231 -352
743 237 -312
256 461 730
285 793 -639
660 266 823
47 640 -244
718 46 619
711 17 -681
524 249 -979
701 58 -185
210 591 -156
166 625 127
153 571 -466
421 580 -810
130 777 -461
825 510 -683
162 142 867
595 389 -55
401 54 -793
293 746 -383
73 716 -971
163 633 357
119 45 -954
329 183 765
188 166 -987
387 170 -267
397 174 161
656 459 -444
198 37 502
16 583 429
479 619 -849
820 184 86
46 62 623
762 700 970
672 821 502
182 563 992
294 9 -319
559 488 -438
629 150 -28
455 634 -415
432 71 -704
786 373 -673
500 309 723
641 742 -777
198 488 970
760 759 -892
238 539 -465
281 513 545
705 266 -649
366 623 -798
15 818 703
261 351 -339
227 241 231
50 715 -567
383 654 120
506 335 131
353 271 -584
676 400 170
491 78 618
262 364 -117
209 550 947
727 212 -386
143 179 -991
806 232 566
184 698 -363
247 507 847
57 207 -998
234 512 -54
365 710 -146
722 467 161
506 317 -140
618 625 74
296 136 491
804 757 -200
821 819 -825
434 511 221
231 760 829
628 766 -599
762 834 150
544 762 445
65 110 -857
208 69 -111
528 550 -218
733 371 -791
98 190 -456
831 819 665
582 544 746
197 191 -396
782 695 735
222 148 -575
779 490 905
626 745 771
832 96 -168
21 6 -324
670 242 -340
739 25 -365
451 51 -694
759 537 113
797 769 92
324 360 -912
611 709 -5
98 97 -836
29 156 -873
604 728 -64
745 331 -554
2 487 924
1 329 369
543 805 -198
176 192 399
420 700 573
568 761 841
493 516 -788
146 186 531
515 10 -120
479 649 -718
779 747 -812
72 66 -958
684 353 701
28 787 446
280 809 298
372 825 517
231 259 849
552 597 -500
148 529 846
328 336 -773
449 828 269
575 738 639
87 808 868
139 465 656
608 689 470
533 482 440
36 297 -81
384 87 -441
269 547 538
512 781 412
25 404 251
251 127 648
572 316 347
777 207 176
529 38 -948
488 574 279
821 327 -864
624 181 225
719 805 411
812 746 951
849 916
601 326 -627
13 668 749
435 227 653
567 461 -308
680 533 581
633 78 -822
624 629 -328
448 627 -458
669 376 -953
589 605 215
798 498 370
668 58 -528
118 395 -782
807 651 2
297 582 -632
11 517 -280
758 28 -364
719 84 -632
189 155 -548
78 50 36
735 712 958
512 59 235
423 661 -64
134 455 344
608 155 478
216 766 348
676 18 -673
632 297 -713
743 222 532
344 474 -940
53 831 -443
356 203 567
844 227 712
362 325 247
573 295 -794
46 330 447
735 478 87
65 687 -108
185 236 -102
366 586 465
390 386 51
144 278 -728
535 269 680
306 693 -349
407 175 -757
502 499 -514
554 340 156
831 452 -892
200 827 232
371 154 -656
754 407 772
343 482 607
532 181 -616
524 680 499
801 714 -242
265 622 128
553 301 -44
155 626 770
763 697 -342
248 744 -710
399 72 -761
44 161 -564
330 252 -754
337 244 326
8 56 312
719 846 497
100 326 547
48 314 776
846 525 430
151 578 -352
208 562 -733
455 488 661
246 785 905
24 420 118
653 532 478
274 650 24
269 50 -18
59 263 212
820 540 -473
350 78 5
671 290 -642
733 251 -91
91 301 558
793 744 462
820 705 -115
457 210 847
12 591 46
808 324 -800
51 557 385
678 146 -732
25 819 438
117 741 -554
167 605 993
417 380 -550
586 829 -773
502 636 -259
348 779 208
36 43 254
39 845 856
721 399 -835
424 354 -467
706 824 102
812 577 534
255 320 -448
713 817 945
488 792 448
406 482 459
209 615 -710
715 519 -569
648 354 -825
769 65 114
44 223 -779
158 174 -139
362 141 902
474 575 727
766 95 778
199 141 214
478 638 940
383 160 -374
625 291 -709
473 811 -764
802 677 -158
594 628 845
125 423 -763
158 673 -74
794 7 -175
670 5 311
366 757 -946
209 486 619
697 791 -22
130 732 886
674 165 -65
339 348 870
429 152 61
287 459 665
239 376 -343
715 199 -17
485 806 -165
127 173 -988
436 360 -895
98 817 -161
355 3 -343
430 406 -973
427 825 939
49 191 -323
338 363 120
370 387 867
500 688 87
415 698 555
738 691 238
339 847 904
672 4 225
15 439 496
30 39 199
438 819 -568
506 601 -557
112 298 153
607 318 -198
701 681 80
64 338 936
716 1 899
499 544 77
372 723 900
817 819 784
180 533 849
309 220 -185
469 96 525
242 392 -654
118 138 65
804 671 285
62 829 -90
738 752 -135
810 481 -609
29 481 429
484 191 669
240 162 -644
392 548 628
486 750 -320
366 783 -844
558 129 493
639 766 -820
240 251 191
224 53 887
128 516 341
121 104 -577
502 383 920
760 798 -825
399 79 632
73 747 -941
191 10 108
546 767 -642
70 737 511
71 111 258
497 313 71
177 704 -555
718 736 359
526 169 375
167 377 -749
288 14 859
310 303 753
721 132 978
665 648 -188
627 840 -489
445 38 133
53 101 -699
516 443 7
409 836 -111
280 469 -728
624 839 333
356 730 891
749 222 -460
264 586 180
102 196 -641
462 314 334
244 624 195
136 839 -911
772 422 -181
404 76 281
166 526 -696
290 811 416
308 359 -349
533 528 973
58 191 856
72 227 431
558 239 316
426 641 -522
228 34 889
282 500 249
588 419 -596
436 796 94
274 759 -440
833 669 688
706 203 -201
844 356 -547
118 202 -569
103 469 392
29 839 -479
725 674 -273
259 126 880
284 740 960
120 660 -41
522 667 512
694 754 -186
115 410 -855
44 724 337
786 752 -203
483 618 -1
651 99 139
20 440 955
339 132 -886
752 325 -60
463 261 -199
426 775 -883
305 245 -529
437 173 670
648 90 727
397 404 -962
456 20 143
455 697 697
394 193 608
544 161 972
190 215 927
418 468 -853
687 538 791
664 35 -409
555 533 343
829 580 640
799 54 67
802 68 -122
249 24 -196
239 808 95
351 328 -73
554 109 -298
546 508 -263
233 437 -273
561 15 164
223 178 584
612 77 733
489 332 2
467 241 -858
764 636 -731
350 271 26
798 269 -922
259 344 622
633 614 -561
216 436 -943
829 487 791
426 679 -91
772 104 673
765 668 387
585 474 -969
361 224 -641
607 120 23
306 206 -132
525 248 684
102 352 -232
629 37 206
317 163 223
664 722 40
350 305 805
129 728 -234
418 161 -542
747 691 -534
499 671 -532
54 739 837
832 130 141
216 271 263
600 340 -996
672 436 277
134 692 -290
130 719 833
690 320 806
173 628 -183
82 541 -810
656 497 -733
344 644 -479
597 516 -485
827 94 -826
125 731 -396
659 577 -516
304 80 -387
156 41 -645
596 165 328
678 433 -626
386 752 472
535 400 718
64 215 -3
628 800 340
93 489 704
176 149 -944
380 745 631
612 782 -712
53 472 355
254 307 -182
663 95 947
420 750 669
727 340 290
679 258 840
715 658 945
718 176 209
201 726 -725
453 154 489
680 88 -773
24 598 255
739 694 -741
130 706 447
334 466 164
374 387 650
799 111 135
178 637 -328
234 233 -490
644 835 -174
418 85 -319
163 91 809
485 229 430
537 229 139
308 64 550
309 477 -54
800 64 -623
434 691 771
244 619 -408
570 14 279
788 814 -931
785 737 370
176 140 921
606 846 107
359 689 149
360 697 669
703 43 508
8 164 -279
80 405 -268
848 10 -43
812 259 491
170 756 200
3 158 -814
480 236 -528
447 595 591
815 513 -916
398 256 -825
22 456 -676
200 782 289
624 38 4
820 316 -976
623 206 116
288 128 -3
142 184 -942
790 331 694
524 78 533
779 104 427
228 259 927
585 132 86
218 29 752
348 776 37
145 178 579
429 157 -629
168 510 -246
552 579 999
34 553 -996
642 543 -593
287 459 -465
249 782 -980
341 531 -753
849 769 65
382 837 720
258 468 -348
8 492 -435
735 802 -844
542 50 -186
739 234 106
849 288 797
270 744 517
574 589 591
192 425 -952
65 474 647
50 742 139
266 144 952
140 310 473
781 427 52
181 7 97
300 845 -725
750 501 -773
224 183 -134
345 682 -653
683 185 941
238 147 880
167 171 538
836 784 -784
370 213 224
104 317 -83
466 616 -6
326 622 519
728 821 297
202 700 237
37 146 451
523 41 -185
37 36 665
60 778 584
590 318 -545
806 840 851
40 145 535
81 156 -696
9 198 369
79 607 147
725 488 -657
722 264 877
217 371 -811
233 162 -110
638 682 -867
813 745 -379
602 133 796
43 243 -10
391 703 -84
839 493 -597
613 156 497
659 349 -567
769 385 94
290 236 772
71 113 -937
440 23 -667
547 623 695
212 36 30
170 812 33
68 283 -408
1 371 -502
58 317 -242
330 657 36
791 357 734
525 455 807
800 398 482
323 580 634
347 536 184
782 93 -370
505 15 -177
268 567 -349
587 383 250
247 535 728
606 747 480
242 651 -965
444 472 597
95 354 643
844 317 -248
485 728 977
350 151 928
220 397 -677
673 648 533
