943 812
818 789 38
863 450 231
252 421 -262
301 141 486
220 572 997
420 862 -920
752 382 -67
762 233 797
504 936 -479
836 392 400
858 226 -672
499 587 115
144 565 -924
357 210 -833
23 424 470
113 469 964
564 4 241
302 461 -245
449 506 -487
221 757 -168
256 893 475
354 274 -5
187 205 791
191 422 -295
721 669 258
207 679 671
913 460 -381
206 831 262
527 154 111
469 599 -281
422 778 651
670 895 545
886 349 -348
307 511 -543
591 901 821
378 583 -383
563 187 -42
466 302 891
414 288 419
38 489 304
448 141 -547
345 752 -427
28 150 -761
454 833 815
903 550 -426
78 465 521
749 585 792
25 82 865
175 139 227
119 449 -222
764 686 -798
257 443 937
641 604 -949
740 393 -322
534 618 37
301 151 915
516 383 -752
880 431 423
927 762 -598
22 75 -635
261 326 -519
477 194 -439
372 434 745
741 616 180
123 234 291
628 778 -826
272 730 811
4 208 143
778 830 386
612 810 417
807 839 -45
787 430 271
826 408 -638
114 228 -732
23 911 -54
190 381 -2
451 222 -488
20 675 -858
750 291 -745
492 331 618
268 938 490
389 227 -923
96 738 433
842 87 -721
732 171 -193
912 448 816
702 547 -82
242 357 -209
270 307 -660
686 58 690
144 704 -961
602 404 974
68 90 241
851 189 488
569 497 944
533 86 -888
118 271 199
23 209 -49
375 537 -562
925 393 981
167 715 226
703 752 -687
134 90 309
542 654 1
538 768 -307
885 18 706
184 287 -443
554 74 658
917 104 -501
360 489 -949
46 4 -163
704 58 -660
920 81 -777
809 210 -38
775 375 -330
762 754 -223
713 316 7
866 379 852
629 392 761
546 478 -45
469 347 968
99 206 -652
187 850 -36
141 91 -674
54 808 -502
124 557 578
935 131 -518
388 725 -884
66 239 200
491 331 -454
439 517 369
64 536 -556
777 420 -284
931 225 582
810 687 879
703 79 988
693 640 -212
657 706 57
571 364 668
457 647 348
760 689 598
487 745 938
607 390 706
641 735 212
761 719 -834
820 149 -430
343 1 -515
369 40 895
87 413 -960
165 897 -976
657 700 -326
227 857 718
749 525 905
306 577 -797
415 558 -146
353 78 -657
297 556 -178
896 647 681
63 150 -607
863 234 -991
817 843 -935
626 401 -214
880 618 403
99 187 9
165 833 848
355 285 808
184 821 271
846 319 193
386 740 -67
699 236 832
197 328 882
139 283 -734
905 233 419
506 807 -833
642 763 784
761 731 12
184 370 -221
224 872 -426
547 128 513
428 923 780
563 26 -825
759 252 -77
281 621 508
784 479 336
257 220 -787
177 291 -251
535 385 -567
805 543 -354
359 371 -21
846 900 337
938 391 832
336 450 -463
57 485 -550
503 320 -472
710 312 480
833 510 -922
721 276 974
271 783 -308
714 179 -40
354 546 526
914 778 -292
412 78 647
294 567 -431
672 830 702
461 934 602
851 380 870
522 879 454
167 520 567
411 261 593
930 192 -330
644 214 147
269 335 -944
843 610 -794
39 334 683
389 558 594
489 31 548
900 575 -20
915 800 994
739 943 890
34 250 588
943 700 814
938 671 -539
925 447 724
751 917 310
256 868 75
69 7 408
235 866 276
424 59 -928
571 155 311
321 217 -995
377 397 -49
633 541 685
308 807 380
89 237 334
534 793 963
44 646 465
461 882 147
848 734 435
425 197 -840
81 389 -385
466 919 887
447 836 -820
454 620 -301
9 351 -385
658 631 -445
613 534 578
684 851 -802
161 905 198
490 859 -903
106 465 -347
552 595 -360
479 255 792
299 710 214
268 811 800
566 88 284
626 386 831
65 443 -675
506 776 -124
399 655 873
163 794 357
50 327 363
763 540 949
129 885 -197
412 849 -56
23 794 -972
106 339 52
381 782 775
902 598 103
401 534 335
185 856 267
558 590 995
727 907 257
681 497 -762
768 884 286
206 933 666
740 314 734
188 77 -876
676 57 -363
600 547 -795
856 599 -361
143 199 631
904 361 -567
638 537 -734
535 651 386
938 706 -88
652 392 -863
394 289 -389
239 875 -893
25 719 -690
385 597 -607
491 120 -650
787 338 -973
832 526 -227
781 318 163
62 614 -844
737 196 151
54 429 -64
761 350 795
793 264 -876
700 626 680
499 241 -84
255 264 490
82 538 -274
426 617 855
381 890 195
87 605 243
754 364 968
503 134 -964
739 783 261
597 754 566
595 229 -6
191 654 -188
503 219 -748
437 871 866
89 335 -620
870 217 -263
286 631 -216
531 213 -231
532 37 -575
451 408 624
830 843 -347
644 174 -883
73 890 67
853 502 -178
363 789 135
72 604 519
570 763 294
80 901 -462
623 77 -616
295 186 -181
865 669 295
795 402 -589
887 822 621
257 874 -219
604 928 -521
738 210 817
215 703 -176
800 141 764
714 405 671
554 484 -515
237 470 -625
184 767 -828
771 543 -46
345 751 -67
867 899 892
576 816 524
443 458 -761
329 499 76
610 695 -709
528 729 -35
690 247 476
401 521 -922
701 602 737
99 180 0
698 405 689
147 424 -583
917 709 30
706 816 395
624 178 44
786 704 399
535 682 431
79 680 -756
667 530 -310
357 890 706
84 271 147
336 127 -180
319 213 926
523 480 256
777 285 -80
202 42 -560
303 368 -970
177 280 -5
388 103 391
712 432 190
92 159 948
273 238 42
227 213 982
354 334 -845
523 313 183
395 385 769
833 790 -258
343 652 979
668 269 609
880 732 -884
647 76 214
246 589 -595
169 698 778
882 590 -42
497 578 -684
706 391 329
524 27 764
654 405 -481
487 223 -462
49 295 222
156 20 542
115 328 130
452 208 -704
795 886 35
192 576 -768
247 427 -954
407 850 -561
24 877 807
728 601 405
244 449 -63
658 509 336
374 509 120
903 328 -367
742 498 -933
929 667 -987
510 233 625
279 920 -595
702 525 825
807 74 493
696 61 -22
582 363 733
689 32 1
392 594 65
58 420 -124
435 242 -1000
884 49 -692
71 735 -523
475 206 630
220 886 -130
175 398 750
378 844 507
650 603 -419
588 114 -345
863 69 -567
728 92 -38
292 634 591
374 498 797
673 204 -10
416 840 -767
1 896 -922
723 857 -140
280 635 480
476 206 688
669 98 467
433 776 -455
902 525 -456
758 131 -677
505 104 485
635 123 -47
153 89 370
45 480 956
576 700 -826
402 555 -264
291 259 -704
940 84 -234
781 421 431
563 456 179
359 247 667
479 603 -883
230 430 576
826 270 173
360 758 -604
778 659 909
85 733 -860
137 413 -729
8 603 -275
485 876 -849
727 846 257
915 929 -160
14 216 -533
896 317 -460
412 384 -348
158 924 929
620 422 842
391 208 -908
65 626 759
701 120 304
571 834 104
720 31 33
417 410 -18
519 109 131
100 438 -734
867 202 126
459 723 242
310 663 -722
821 78 223
382 365 848
621 885 332
129 16 358
818 941 607
52 359 552
590 198 -163
811 742 82
581 245 -350
499 253 202
766 761 -417
230 488 -700
756 672 778
900 498 544
234 527 -591
320 160 909
479 623 -296
681 427 239
767 544 -183
527 859 -714
165 290 -874
467 283 277
2 134 81
365 45 889
229 851 -804
924 640 -131
675 677 -138
707 105 -558
541 723 648
342 878 165
655 151 268
636 903 -953
428 184 97
64 460 371
143 834 -63
458 163 -278
140 339 667
161 737 -635
619 870 -739
887 824 -475
923 106 48
289 424 807
526 654 234
179 577 -647
721 851 953
244 622 -484
233 891 -124
743 773 -211
416 453 -105
142 809 835
791 683 -763
475 430 396
3 412 532
627 923 644
494 83 603
912 399 677
862 910 -4
739 883 141
516 701 544
629 253 303
424 836 296
248 821 198
627 632 911
19 915 639
123 386 569
663 726 23
322 181 -870
629 799 -279
355 372 -121
457 494 -282
90 91 -595
548 484 -656
323 522 826
286 270 310
175 442 -852
858 689 31
179 258 533
348 582 -793
568 235 -842
728 457 -770
276 921 691
11 41 745
855 358 -409
274 664 967
559 598 272
207 887 380
779 167 -751
648 768 364
270 19 870
876 17 936
440 862 392
90 763 -494
678 828 -967
237 519 829
715 120 897
497 144 -429
366 397 -336
810 743 828
635 107 -165
838 396 -541
604 697 -135
295 111 -182
11 710 -994
115 134 -759
355 331 471
261 454 -939
339 784 989
544 283 -726
382 771 319
600 186 -431
165 683 -826
936 750 630
934 665 704
140 375 -599
352 715 -397
663 201 -181
782 31 227
325 545 -797
886 96 928
483 503 -832
175 165 780
771 492 566
632 72 -506
596 294 -871
462 319 467
781 724 -756
80 708 495
678 107 199
162 883 287
291 360 -797
767 590 -120
765 812 107
649 758 996
290 716 253
125 655 268
282 718 289
807 263 -581
18 342 256
136 276 -10
605 528 -705
66 10 758
